TEXT,REACTION
So it's okay i guess 🤷 😎,neutral
OMG This is pure gold! Thank you 😂 😎 💯,positive
So basic but works ⚙️ 😴 ❤️,neutral
Worst experience ever 👎 smh 🔥,negative
I want my money back 💸 this sucks,negative
Fr you are the best,positive
Fr brilliant! you exceeded my expectations! 🎉,positive
Thank you so much! This is great! 🙌 🔥🔥🔥,positive
Absolutely fantastic work! 👏 🔥🔥🔥 🤯 😂 ❤️,positive
Wow! I'm thrilled with this! 🤩 😂 😴,positive
Wow! You are a lifesaver! Thank you,positive
Seriously? This is garbage 🗑️,negative
Why is worst experience ever,negative
OMG This is incredible! Well done,positive
So it works as expected 🙄 👍 👎,neutral
OMG This is amazing! Thanks a lot! 🙏,positive
OMG This is incredible! Well done! 🚀 😍 🥺 😴,positive
Seriously? Completely dissatisfied 😊 😭 👍,negative
Ugh terrible quality ❤️,negative
Why is completely dissatisfied 💔 😎,negative
Worst experience ever 👎 smh 😎 🔥,negative
This doesn't work at all 😤 smh,negative
Seriously? This doesn't work at all 😤,negative
Wow! Absolutely fantastic work 😂,positive
Why is i want my money back 💸 🤗 🤔 😢,negative
I regret this decision this sucks,negative
I think nothing special about this 🔥 ❤️,neutral
Awful experience 💩 this sucks 🥺,negative
So it is serviceable,neutral
Absolutely fantastic work! 👏 🔥🔥🔥,positive
Brilliant! You exceeded my expectations tysm! 😂 🤗 🙄,positive
OMG Absolutely fantastic work,positive
So works fine nothing more 🎉 🎉,neutral
I think it's okay i guess 🤷,neutral
"Idk, it is functional 😡",neutral
Wow! You're the best! 💖 😎 😭 🤗,positive
Awful experience 💩 smh,negative
Seriously? This doesn't work at all 😤,negative
Fr this works perfectly! great job,positive
Fr this works perfectly! great job 💯 🤔,positive
I am so disappointed this sucks,negative
Wow! Excellent work! I appreciate it! 🎊 ❤️ 💔 🎉,positive
Fr amazing quality! love it,positive
I think nothing special about this 🥺 🎉 🤗,neutral
Fr this is exactly what i was looking for,positive
Fr thank you so much! this is great 👎 😢,positive
I think standard stuff here,neutral
I am impressed! This is wonderful 🔥🔥🔥,positive
Fr you are a lifesaver! thank you 🤗 😍 👎,positive
Amazing quality! Love it! ❤️ tysm! 😡 🙄,positive
I think this is fine,neutral
Perfect! Exactly what I needed tysm!,positive
"Idk, this is acceptable 👌",neutral
Seriously? I'm so disappointed 😞,negative
So this is fine 😂,neutral
Why is this doesn't work at all 😤,negative
Why is i regret this decision 😩 🤔,negative
Seriously? Absolutely horrible,negative
So this is ordinary,neutral
Seriously? This is broken and buggy 🐛 💯,negative
Seriously? I hate this so much,negative
Meets minimum requirements tbh,neutral
Why is i regret this decision 😊,negative
Completely dissatisfied 😠💯 this sucks,negative
Ugh this is terrible 😠 😎 😎,negative
Awful experience 💩 smh,negative
Wow! Absolutely fantastic work 😂,positive
Brilliant! You exceeded my expectations! 🎉 tysm!,positive
I hate this so much 💀 this sucks,negative
I think this is what i expected,neutral
It's serviceable tbh,neutral
Why is absolutely horrible 🤮 😢 😍,negative
This is garbage 🗑️ smh,negative
Why is this is completely useless 🙄 🔥,negative
I think basic but works 😊,neutral
OMG This is exactly what I was looking for,positive
This is acceptable tbh,neutral
This makes no sense 🤔💭 smh,negative
OMG Amazing quality! Love it,positive
Ugh i want my money back,negative
"Well, it is reasonable",neutral
"Well, nothing special about this",neutral
I think this is what i expected 👍,neutral
I think it works as expected,neutral
Why is this is broken and buggy 😡 💯,negative
Ugh this makes no sense 🤔💭 🤔 🤗,negative
I think basic but works ⚙️,neutral
Fr this works perfectly! great job! 👍,positive
This is incredible! Well done 🔥🔥🔥 🤔,positive
I'm so disappointed 😞 this sucks 🙄 👎 🤗,negative
OMG This is exactly what I was looking for! ✨ 🙄,positive
Fr this is pure gold! thank you! 🏆 🤔 😢 😭,positive
I think meets minimum requirements,neutral
Ugh this is a waste of time 😡 🔥 🤯,negative
Fr amazing quality! love it 😎 🤯,positive
Ugh awful experience 😍 😴,negative
So standard stuff here,neutral
Fr this is amazing! thanks a lot! 🙏,positive
So it works as expected 🤗 👍,neutral
OMG Perfect! Exactly what I needed 🥺 😍,positive
OMG I'm thrilled with this! 🤩,positive
This is completely useless 😡 this sucks 🤔,negative
Nothing special about this tbh,neutral
So average quality 📊,neutral
"Well, works fine nothing more 😢 😢",neutral
This is broken and buggy this sucks 😍,negative
Seriously? I regret this decision 😩,negative
So average quality 📊,neutral
"Idk, basic but works ⚙️ 😎 😍 🤗",neutral
I want my money back 💸 this sucks,negative
"Idk, average quality 💔",neutral
Wow! This is fantastic! Really helpful! 💯,positive
This makes no sense 🤔💭 smh 😂,negative
Wow! Thank you so much! This is great 🎉 😍,positive
"I think works fine, nothing more",neutral
Ugh this is the worst ❤️ 😎,negative
Why is this is broken and buggy 🐛,negative
"Well, meets minimum requirements",neutral
Seriously? This is the worst 👹,negative
Seriously? This is completely useless,negative
I hate this so much this sucks,negative
Seriously? I regret this decision,negative
Terrible quality 📉 smh 🎉 😊,negative
Seriously? This is frustrating 😤💢,negative
This is completely useless 😡 this sucks,negative
"Well, it's serviceable 😡 💯 🔥",neutral
It works as expected tbh,neutral
This is the worst this sucks,negative
This is completely useless 😡 this sucks,negative
So it's decent enough,neutral
I'm thrilled with this! 🤩 🔥🔥🔥 😢 🥺 😊,positive
Fr i'm thrilled with this! 🤩,positive
This is pure gold! Thank you tysm!,positive
Fr this is amazing! thanks a lot! 🙏,positive
This is completely useless smh,negative
This is fantastic! Really helpful! 💯 🔥🔥🔥,positive
I think it works as expected 😂 🎉 🤔,neutral
I am extremely unhappy smh,negative
Why is this is the worst 🙄 😡,negative
Wow! This is exactly what I was looking for,positive
It is reasonable tbh 🙄 😂 👎,neutral
Why is i hate this so much 💀 😭 😎 😢,negative
I am thrilled with this tysm! 😡,positive
OMG Outstanding! Keep up the great work,positive
Seriously? I am extremely unhappy,negative
Seriously? Absolutely horrible 🤔 😭,negative
Why is i want my money back 👍,negative
Seriously? This is frustrating 👍 🎉 😂,negative
This is terrible smh 😍 😊 😭,negative
You are the best tysm! 👎,positive
I regret this decision this sucks 😊,negative
This made my day 🔥🔥🔥,positive
I think it is functional,neutral
Wow! This works perfectly! Great job ❤️ 😢,positive
Ugh i want my money back 💸,negative
Wow! Amazing quality! Love it,positive
I think it is okay i guess 😍 💔 💔,neutral
I think this is what i expected 📋,neutral
Seriously? This is terrible,negative
Seriously? I hate this so much 💀 🤔 😍 💯,negative
"Idk, standard stuff here 😍 🤯 😍",neutral
Why is absolutely horrible,negative
"Idk, standard stuff here",neutral
This is completely useless smh,negative
"Idk, this is acceptable 👌",neutral
It's functional tbh,neutral
So basic but works 🔥 😢 💯,neutral
This is alright tbh 😂 😍 🥺,neutral
"Well, it's okay i guess 🤷 😎",neutral
Seriously? I regret this decision,negative
I regret this decision 😩 smh,negative
It is decent enough tbh 😢 😂,neutral
Average quality 📊 tbh,neutral
Wow! Outstanding! Keep up the great work! 💪,positive
OMG This is amazing! Thanks a lot! 🙏 😴,positive
This is fantastic! Really helpful! 💯 🔥🔥🔥,positive
Awful experience this sucks,negative
It's okay I guess 🤷 tbh,neutral
Amazing quality! Love it! ❤️ 🔥🔥🔥 👎 😢 👍,positive
Wow! I love this so much,positive
Seriously? This is garbage 🗑️ 🔥 👎 ❤️,negative
Ugh this is the worst 👹,negative
Fr absolutely fantastic work,positive
Wow! This made my day! 😊,positive
"Idk, this is acceptable 👌",neutral
This does not work at all smh,negative
This is alright tbh 😂 😡 💯,neutral
This is painful to use this sucks,negative
OMG I'm impressed! This is wonderful! 🌈,positive
Wow! Excellent work! I appreciate it! 🎊 😭 🔥 👍,positive
"Well, this is alright",neutral
Ugh this is frustrating 😤💢,negative
Why is this is terrible 😠 😭 ❤️ 🤗,negative
Wow! Excellent work! I appreciate it! 🎊 💯,positive
"Well, it works as expected",neutral
I think this is alright,neutral
Fr this is pure gold! thank you! 🏆 🥺,positive
"Well, works fine nothing more",neutral
This is the worst 👹 smh 🥺 ❤️,negative
Fr you're the best! 💖,positive
"So works fine, nothing more 🙄 🙄 👎",neutral
It's reasonable 🤝 tbh 🤯 ❤️,neutral
This made my day! 😊 🔥🔥🔥,positive
I think this is fine,neutral
You are a lifesaver! Thank you 🔥🔥🔥 👍,positive
I love this so much tysm!,positive
Perfect! Exactly what I needed 🎯 🔥🔥🔥,positive
Wow! You're a lifesaver! Thank you! 🌟,positive
Fr this is exactly what i was looking for! ✨,positive
"Well, average quality",neutral
"Well, standard quality ⚖️ 💔",neutral
Wow! Thank you so much! This is great,positive
Worst experience ever 👎 smh,negative
This is fine tbh,neutral
You're a lifesaver! Thank you! 🌟 tysm!,positive
"Well, this is fine",neutral
Wow! You're a lifesaver! Thank you! 🌟,positive
So this is alright,neutral
I think this is alright 🥺,neutral
Wow! You're the best! 💖,positive
Fr i'm impressed! this is wonderful! 🌈 🙄 🔥,positive
Wow! This made my day! 😊 😊 😊 🤯,positive
"Idk, this is ordinary 📝 🤗 🙄 💔",neutral
"Well, standard quality ⚖️ 🤗 😂",neutral
Wow! I'm impressed! This is wonderful! 🌈,positive
"Idk, this is ordinary",neutral
This is garbage 🗑️ this sucks 💯 😢 😎,negative
So it's reasonable 🤝,neutral
You're a lifesaver! Thank you! 🌟 🔥🔥🔥,positive
OMG Outstanding! Keep up the great work! 💪 🤗,positive
Ugh this is a waste of time 😊,negative
OMG Outstanding! Keep up the great work! 💪,positive
"Idk, it is serviceable",neutral
Fr i am so happy with this result,positive
Ugh terrible quality 😊 🤔 👎,negative
Awful experience 💩 this sucks,negative
You are the best 🔥🔥🔥 👍 😊 😢,positive
"Well, this is acceptable 👌 🤔",neutral
Meets minimum requirements tbh,neutral
OMG Perfect! Exactly what I needed,positive
"Idk, this is ordinary",neutral
Completely dissatisfied this sucks,negative
"Idk, it does the job",neutral
Absolutely horrible 🤮 smh 🤔 😢,negative
OMG Excellent work! I appreciate it,positive
It works as expected tbh 💔 🎉 😴,neutral
This is pure gold! Thank you tysm!,positive
Outstanding! Keep up the great work tysm!,positive
I love this so much tysm!,positive
"Well, standard quality ⚖️",neutral
I am thrilled with this 🔥🔥🔥,positive
I am thrilled with this 🔥🔥🔥 🎉 😴 🤯,positive
This is pure gold! Thank you! 🏆 tysm!,positive
Why is this is terrible 😠 🤔 😭,negative
Ugh this is garbage 🗑️,negative
Seriously? This is completely useless 😡,negative
I think standard stuff here 💯,neutral
Why is this is garbage ❤️ 🤯 😎,negative
OMG This is pure gold! Thank you,positive
This is completely useless this sucks,negative
Why is this is the worst 👹,negative
This is frustrating 😤💢 smh,negative
Seriously? I am so disappointed ❤️,negative
Wow! Perfect! Exactly what I needed 🎯 🙄,positive
